5-HTP,5-HTP,Blå,50 mg,200 mg,Serotonin-prekursor.,Passerar BBB. Kombinera ej med SSRI.,Hög. Serotonergt syndrom risk.,FALSE,5; 7
Pterostilben,Pterostilbene,Blå,50 mg,150 mg,Mer potent analog till resveratrol.,Bättre oral biotillgänglighet än resveratrol.,Låg.,FALSE,8; 4
Pumpakärnolja,Pumpkin Seed Oil,Grön,1 g,2 g,"Håravfall, prostata.",Naturlig beta-sitosterol.,Låg.,FALSE,1
Pumpakärnor,Pumpkin Seed Extract,Grön,500 mg,1000 mg,"Blåsa, prostata.",Betasitosterol.,Låg.,FALSE,1
Pycnogenol,Pycnogenol (Pine Bark),Grön,50 mg,150 mg,"Cirkulation, hud, NO.",Patenterat extrakt.,Låg.,FALSE,3; 8
Pycnogenol,Pycnogenol,Grön,50 mg,100 mg,"Hudelasticitet, pigmentering.",Tallbarksextrakt.,Låg.,FALSE,1
Pycnogenol,Pycnogenol,Grön,50 mg,150 mg,Cirkulation.,Kväveoxid.,Låg.,FALSE,1
Pygeum,Pygeum Africanum,Grön,50 mg,100 mg,Prostatahälsa.,Ofta kombinerat med Saw Palmetto.,Låg.,FALSE,1
Pygeum,Pygeum,Grön,100 mg,200 mg,Prostata.,Afrikanskt plommon.,Låg.,FALSE,1
Q10,CoQ10,Grön,100 mg,300 mg,"Hjärtsvikt, statin-biverkning.",Energi till hjärtat.,Låg.,FALSE,1; 3
Q10 (Ubiquinol),CoQ10 (Ubiquinol),Grön,100 mg,300 mg,"Mitokondriell energi, hjärthälsa.","Ubiquinol är den reducerade, aktiva formen.",Låg. Interagerar med Waran.,FALSE,8; 1; 3
Quercetin,Quercetin,Grön,500 mg,1000 mg,"Allergi, zink-jonofor, senolytisk.",Dåligt upptag (fytosom bättre).,Låg.,FALSE,1; 8
Quercetin,Quercetin,Grön,500 mg,1000 mg,"Virusinträde, zink-jonofor.",Tas med zink.,Låg.,FALSE,1
Quercetin (Fytosom),Quercetin Phytosome,Grön,250 mg,500 mg,"Allergi, senolytisk.",Mycket högre upptag än vanlig.,Låg.,FALSE,1; 8
Rauwolscine,Rauwolscine (Alpha-Yohimbine),Blå,1 mg,3 mg,"Liknar yohimbin, mer potent.",Stereoisomer av yohimbin.,Hög. Stark stimulant.,FALSE,6
Reishi,Reishi Mushroom,Grön,1 g,3 g,"Lugn, sömn, immun.","""Mushroom of Immortality"".",Låg.,FALSE,7; 1
Reishi,Reishi,Grön,1 g,3 g,Immunmodulerande.,Beta-glukaner.,Låg.,FALSE,1
Resistent Stärkelse,Resistant Starch,Grön,10 g,30 g,"Butyrat-produktion, tarmflora.","Potatismjöl, grön banan.",Låg.,FALSE,1
Resistent Stärkelse,Resistant Starch,Grön,10 g,30 g,Butyrat-produktion.,"Potatismjöl, grön banan.",Låg.,FALSE,1
Resveratrol,Resveratrol,Blå,250 mg,500 mg,Anti-aging hud.,Sirtuin-aktivering.,Låg.,FALSE,8; 1
Resveratrol,Resveratrol,Blå,250 mg,500 mg,Hjärnblodflöde.,Sirtuiner.,Låg.,FALSE,8
Resveratrol,Resveratrol,Blå,250 mg,500 mg,Metabol hälsa.,AMPK/Sirtuin.,Låg.,FALSE,6; 8
Resveratrol (Trans),Resveratrol (Trans),Blå,500 mg,1000 mg,Aktiverar sirtuiner.,"Dåligt upptag, kräver fett/mikronisering.",Medium. CYP450-interaktioner.,FALSE,8; 6
Rhodiola Rosea,Rhodiola Rosea,Grön,200 mg,600 mg,Standardiserad till 3% Rosavins.,Tas på morgonen (kan vara stimulerande).,Låg.,FALSE,5; 4; 3
Risprotein,Rice Protein,Grön,20 g,40 g,Veganskt.,Kombinera med ärt för komplett.,Låg.,FALSE,2
Rutin,Rutin,Grön,250 mg,500 mg,"Kärlhälsa, hemorrojder.",Glykosid av quercetin.,Låg.,FALSE,1
Rödalm,Slippery Elm,Grön,500 mg,1500 mg,"Halsbränna, IBS.",Slemsubstans (mucilage).,Låg. Tas ej med medicin.,FALSE,1
Rödalmsbark,Slippery Elm Bark,Grön,400 mg,1600 mg,"Halsbränna, tarmslemhinna.",Bildar slem (mucilage).,Låg. Kan hindra medicinupptag.,FALSE,1
Rödbetsjuice,Beetroot,Grön,500 mg,1500 mg,Blodtryck (Nitrat).,Kväveoxid (vasodilatation).,Låg.,FALSE,1; 3
Rödbetsjuice (Konc),Beet Root Juice Concentrate,Grön,70 ml,140 ml,Prestation (nitratladdning).,Dosering ca 400mg nitrat.,Låg.,FALSE,3
Rödbetspulver (Nitrat),Beet Root Powder (Nitrates),Grön,5 g,10 g,"Kväveoxid, blodtryck, uthållighet.",Standardisera för nitratinnehåll.,Låg. Sänker blodtryck.,FALSE,3; 1
Rödklöver,Red Clover,Grön,40 mg,80 mg,Klimakteriet.,Fytoöstrogen.,Medium.,FALSE,1
Rödris,Red Yeast Rice,Grön,600 mg,1200 mg,Kolesterol.,Naturlig statin (Monacolin K).,Medium. Q10-brist?,FALSE,1
S. Boulardii,Saccharomyces Boulardii,Grön,250 mg,500 mg,"Jäst-probiotika, antibiotika-mage.",Dör ej av antibiotika.,Låg. Ej för immunsupprimerade.,FALSE,1
Sabroxy (Oroxylum),Sabroxy (Oroxylum indicum),Blå,100 mg,500 mg,"Fokus, dopaminåterupptag.",BDNF-stöd.,Låg.,FALSE,4
Saccharomyces Boulardii,Saccharomyces Boulardii,Grön,5 mdr,10 mdr,"Jästprobiotika, diarré.",Motverkar antibiotika-biverkningar.,Låg.,FALSE,1
Saffran,Saffron,Grön,30 mg,30 mg,"Depression, ångest.",Serotonin-effekt?,Låg.,FALSE,5
Saffran (Affron),Saffron (Affron),Grön,14 mg,28 mg,"Humör, depression, sömn.",Kliniskt studerat extrakt.,Låg.,FALSE,5; 4
Saffran (Extrakt),Saffron Extract (Affron/Satiereal),Grön,15 mg,30 mg,"Humör, ögonhälsa, aptitdämpning.",Påverkar serotonin/dopamin.,Låg.,FALSE,5; 4; 6
SAMe,SAMe (S-Adenosyl Methionine),Grön,400 mg,1200 mg,"Depression, leder, lever.",Metylgivare.,Medium. Mani vid bipolär sjukdom.,FALSE,5; 9
Sarcosin,Sarcosine,Blå,1000 mg,2000 mg,Glycin-transportörhämmare.,Schizofreni/kognition.,Låg.,FALSE,4
Saw Palmetto,Saw Palmetto,Grön,160 mg,320 mg,"BPH, prostata, håravfall.",Hämmar 5-alfa-reduktas.,Låg.,FALSE,1
Saw Palmetto,Saw Palmetto,Grön,320 mg,320 mg,Prostataförstoring.,Standardiserad fettsyra.,Låg.,FALSE,1
Schisandra,Schisandra Berry,Grön,500 mg,1500 mg,"Lever, stress, fokus.",Fas 1 & 2 detox-stöd.,Låg.,FALSE,5; 1
Scullcap,Skullcap (Baikal),Grön,200 mg,400 mg,"Lugnande, nervskydd.",Innehåller Baicalin.,Låg.,FALSE,5
Selen,Selenium,Grön,100 mcg,200 mcg,"Antioxidant, virusförsvar.",Brist ökar virus-virulens.,Låg.,TRUE,1
Selen (Selenometionin),Selenium (Selenomethionine),Grön,100 mcg,200 mcg,"Sköldkörtel, antioxidant.","Organisk form, lagras i vävnad.",Medium. Toxiskt vid överdos (>400mcg).,TRUE,1; 8
Sellerifröextrakt,Celery Seed Extract,Grön,75 mg,150 mg,"Blodtryck (3nB), gikt.",Standardiserat för ftalider.,Låg.,FALSE,1
Serrapeptase,Serrapeptase,Blå,40000 SPK,120000 SPK,"Ärrvävnad, inflammation.","Enzym, tom mage.",Låg.,FALSE,9
Shiitake,Shiitake Mushroom,Grön,500 mg,1000 mg,"Hjärta, immun.",AHCC är ett extrakt från denna.,Låg.,FALSE,1
Silverax,Black Cohosh,Grön,40 mg,80 mg,"Vallningar, klimakteriet.",Ej östrogen (serotonin?).,Låg. Leverrisk (sällsynt).,FALSE,1
Smörsyra (Butyrat),Butyrate (Sodium/Calcium),Blå,300 mg,600 mg,"Tarmhälsa, inflammation.",Luktar illa (smör). Cellenergi.,Låg.,FALSE,1
Sojaisoflavoner,Soy Isoflavones,Grön,40 mg,80 mg,"Klimakteriet, ben.",Fytoöstrogen.,Medium. Hormonkänslig cancer?,FALSE,1
Sojaprotein,Soy Protein,Grön,20 g,40 g,"Veganskt, komplett.",Innehåller isoflavoner.,Låg.,FALSE,2
Spermidine,Spermidine,Blå,1 mg,5 mg,Främjar autofagi. Vetegroddsextrakt.,Tas med mat.,Låg. Innehåller ofta gluten (från vete).,FALSE,8; 1
Spirulina,Spirulina,Grön,3 g,10 g,"Näringstät, tungmetall-detox.",Kontrollera renhet (toxiner).,Låg.,FALSE,1; 6
Sulbutiamin,Sulbutiamine,Blå,200 mg,400 mg,"Trötthet, motivation.","Syntetisk B1-dimer, fettlöslig.",Låg. Toleransutveckling.,FALSE,4
Sulforafan,Sulforaphane (Broccoli Sprout),Grön,10 mg,30 mg,"Potent detox, Nrf2-aktivering.",Kräver myrosinas för aktivering.,Låg.,FALSE,8; 6; 1
Svartkumminolja,Black Seed Oil (Nigella Sativa),Grön,1 g,3 g,"Immun, allergi, mage.",Innehåller Thymoquinone.,Låg.,FALSE,1
Svartvinbärsolja,Black Currant Seed Oil,Grön,500 mg,1000 mg,GLA-källa.,"Hud, hår.",Låg.,FALSE,1
Synefrin,Synephrine (Bitter Orange),Grön,10 mg,50 mg,"Metabolism, mild stimulant.",Liknar efedrin men svagare/säkrare.,Medium. Blodtryck.,FALSE,6; 3
Synefrin,Bitter Orange (Synephrine),Grön,20 mg,50 mg,"Metabolism, fettförbränning.",P-synefrin är säkrast.,Medium.,FALSE,6
Sågpalmetto,Saw Palmetto,Grön,160 mg,320 mg,Håravfall (manligt/kvinnligt).,Blockerar DHT.,Låg.,FALSE,1
Tallbarksextrakt,Pine Bark Extract (Pycnogenol),Grön,50 mg,150 mg,"Blodflöde, NO, hud.",Liknar druvkärneextrakt.,Låg.,FALSE,3; 8
Tart Cherry,Tart Cherry Extract,Grön,400 mg,1000 mg,"Melatonin, urinsyra (gikt).",Återhämtning idrott.,Låg.,FALSE,7; 3
Tart Cherry,Tart Cherry,Grön,500 mg,1000 mg,Sömn (naturligt melatonin).,Också antiinflammatorisk.,Låg.,FALSE,7; 3
Taurin,Taurine,Grön,1 g,3 g,"Cellvolym, hjärta, lugn.",Finns i energidryck (motverkar skak).,Låg.,FALSE,3; 1
Taurin,Taurine,Grön,1 g,3 g,Hjärthälsa.,Osmoregulation.,Låg.,FALSE,1; 3
Tauroursodeoxycholsyra,TUDCA,Grön,250 mg,1000 mg,"Leverhälsa, gallflöde.",Skyddar mot celldöd (ER-stress).,Låg.,FALSE,1; 6
Tautin,Taurine,Grön,1 g,3 g,"Hjärthälsa, kramp, lugnande.",GABA-agonist.,Låg.,FALSE,3; 1; 5
Teakrin,Theacrine (Teacrine),Grön,50 mg,200 mg,Energi utan krasch.,Liknar koffein men mindre tolerans.,Låg.,FALSE,3; 4
Teanin,L-Theanine,Grön,200 mg,400 mg,"Avslappning, fokus.",Alfavågor.,Låg.,FALSE,5; 4
Teanin,Theanine,Grön,100 mg,200 mg,"Fokus, lugn.",Alfavågor.,Låg.,FALSE,4; 5
Teobromin,Theobromine,Grön,100 mg,400 mg,"Kakao-extrakt, mild energi.","Vidgar blodkärl, lång halveringstid.",Låg. Giftigt för hundar!,FALSE,3; 4
Teobromin (Kakao),Cocoa Extract (Theobromine),Grön,300 mg,600 mg,"Cirkulation, humör.",Antioxidanter (flavanoler).,Låg.,FALSE,1; 3
Tokotrienoler,Tocotrienols,Blå,50 mg,100 mg,"Potent E-vitaminform, kolesterol.",Bättre antioxidantskydd än tokoferoler.,Låg.,FALSE,8; 1
Tongkat Ali,Tongkat Ali (Longjack),Grön,200 mg,400 mg,"Testosteron, stress, libido.",Extrakt (t.ex. 200:1).,Låg.,FALSE,2; 5
Tongkat Ali,Tongkat Ali,Grön,200 mg,400 mg,"Testosteron, libido.",Sänker SHBG.,Låg.,FALSE,2
Tranbär,Cranberry (PACs),Grön,36 mg,72 mg,Urinvägsinfektion.,Hindrar adhesion.,Låg.,FALSE,1
Tranbär (PACs),Cranberry (Standardized PACs),Grön,36 mg,72 mg,Dosering avs proantocyanidiner.,Förhindrar E.coli-fäste.,Låg.,FALSE,1
Tranbärsextrakt,Cranberry Extract,Grön,250 mg,500 mg,Urinvägshälsa.,Innehåller PACs (proantocyanidiner).,Låg.,FALSE,1
Tremella,Tremella Mushroom,Blå,500 mg,1000 mg,"Hud, fukt, skönhet.","""Snow fungus"".",Låg.,FALSE,1; 9
Tribulus,Tribulus Terrestris,Blå,750 mg,1500 mg,Libido (ej Testo).,"Ökar lust, ej muskel.",Låg.,FALSE,2
Tribulus Terrestris,Tribulus Terrestris,Grön,500 mg,1500 mg,Libido (ej testosteron i män).,Protodioscin är aktivt ämne.,Låg.,FALSE,2
Tryptofan,L-Tryptophan,Grön,500 mg,2000 mg,"Serotonin, sömn.",Säkrare än 5-HTP (rate-limited).,Låg.,FALSE,7; 5
Turkesterone,Turkesterone (Ajuga),Blå,500 mg,1000 mg,Muskelbyggande (ekdysteroid).,"Växtsterol, ej androgen.",Låg.,FALSE,2
Turkey Tail,Turkey Tail Mushroom,Grön,2 g,3 g,"Cancer-stöd, immun.",PSK/PSP polysackarider.,Låg.,FALSE,1
Turkey Tail,Turkey Tail,Grön,2 g,3 g,Immunstöd (cellgifter).,PSK.,Låg.,FALSE,1
Tyrosin,L-Tyrosine,Grön,1 g,3 g,"Dopamin, fokus vid stress.",Krävs för sköldkörtelhormon.,Låg.,FALSE,4; 3
Tyrosin,L-Tyrosine,Grön,1 g,3 g,"Stress, dopamin.","""Drive"".",Låg.,FALSE,5; 3
Tyrosin,Tyrosine,Grön,1 g,3 g,Kognitiv stress.,Arbetsminne under press.,Låg.,FALSE,4
Uridinmonofosfat,Uridine Monophosphate,Blå,250 mg,500 mg,"Dopaminreceptorer, synapser.",Synergi med DHA/Kolin.,Låg.,FALSE,4
Valeriana,Valerian,Grön,300 mg,600 mg,"Sömn, oro.",Valerensyra.,Låg.,FALSE,7; 5
Valerianarot,Valerian Root,Grön,300 mg,600 mg,"Sömn, lugnande.",Ökar GABA-aktivitet.,Medium. Dåsighet.,FALSE,7; 5
Vanadin,Vanadium (Vanadyl Sulfate),Blå,10 mcg,100 mcg,Blodsocker (insulin-mimic).,Spårelement.,Medium. Toxiskt i hög dos.,FALSE,6
Vassleprotein,Whey Protein,Grön,20 g,50 g,Snabbt protein (post-workout).,Högt i Leucin. Anabolt.,Låg.,FALSE,2
Vetegroddsextrakt,Wheat Germ Extract (Spermidine),Blå,800 mg,1600 mg,Källa till Spermidine.,Cellförnyelse.,Låg. Gluten?,FALSE,8
Vetegräs,Wheatgrass,Grön,3 g,10 g,"Näring, pH-balans.",Innehåller enzymer och vitaminer.,Låg.,FALSE,1
Vinpocetin,Vinpocetine,Grön,10 mg,30 mg,Hjärnans blodflöde.,Syntetisk från Periwinkle.,Låg.,FALSE,4
Vinpocetin,Vinpocetine,Grön,10 mg,30 mg,Blodflöde hjärna.,Vasodilator.,Låg.,FALSE,4
Vit Kidneyböna,White Kidney Bean Extract,Grön,445 mg,1500 mg,Kolhydratblockerare (amylashämmare).,Tas före stärkelserik mat.,Låg. Gas/uppblåsthet.,FALSE,6
Vit Njur-böna,White Kidney Bean,Grön,1000 mg,2000 mg,Kolhydratblockerare.,Hämmar alfa-amylas.,Låg. Gaser.,FALSE,6
Vitamin A,Vitamin A,Grön,3000 IU,10000 IU,"Hudcell-omsättning, akne.",Retinol (animaliskt) bäst.,Medium. Graviditet (maxdos).,TRUE,1
Vitamin B1 (Tiamin),Vitamin B1 (Thiamine),Grön,1.1 mg,100 mg,"Kolhydratmetabolism, nerver.",Vattenlöslig.,Låg.,TRUE,1; 6
Vitamin B12 (Adenosyl),Vitamin B12 (Adenosylcobalamin),Blå,1000 mcg,3000 mcg,Mitokondriell B12.,Bra för energi/Krebs-cykeln.,Låg.,FALSE,4; 6
Vitamin B12 (Cyanokobalamin),Vitamin B12 (Cyanocobalamin),Grön,2.4 mcg,1000 mcg,Standardform B12.,Sämre upptag än metyl/adeno.,Låg.,TRUE,1
Vitamin B12 (Metylkobalamin),Vitamin B12 (Methylcobalamin),Grön,1000 mcg,5000 mcg,"Aktiv form, bra för nervhälsa.",Sublingualt upptag är effektivt.,Låg.,TRUE,1; 4
Vitamin B2 (Riboflavin),Vitamin B2 (Riboflavin),Grön,1.4 mg,100 mg,"Energi, migrän (hög dos).",Färgar urin neongul.,Låg.,TRUE,1; 5
Vitamin B3 (Niacin),Vitamin B3 (Niacin - Nicotinic Acid),Grön,16 mg,500 mg,"Kolesterol, NAD+.",Orsakar hudrodnad (flush).,Medium. Leverpåverkan vid extrem dos.,TRUE,1; 6; 8
Vitamin B5 (Pantotensyra),Vitamin B5 (Pantothenic Acid),Grön,5 mg,500 mg,"Binjurar, coenzym A, akne.",Vattenlöslig.,Låg.,TRUE,1; 5
Vitamin C,Vitamin C (Ascorbic Acid),Grön,500 mg,2000 mg,"Immunförsvar, kortisol, kollagen.","Vattenlöslig, överskott kissas ut.",Låg. Diarré vid hög dos.,TRUE,1; 5; 9
Vitamin C,Vitamin C,Grön,500 mg,2000 mg,"Kollagensyntes, lyster.",Askorbinsyra.,Låg.,TRUE,1; 9
Vitamin D3,Vitamin D3 (Cholecalciferol),Grön,2000 IU,5000 IU,Tas med K2 vid högre doser.,"Fettlösligt, tas med mat.",Låg. Överdos kan ge hyperkalcemi.,TRUE,1; 2; 5
Vitamin E,Vitamin E,Grön,200 IU,400 IU,"Hudskydd, antioxidant.",Blandade tokoferoler.,Låg.,TRUE,1
Vitamin E (Tokoferoler),Vitamin E (Mixed Tocopherols),Grön,15 mg,268 mg,"Antioxidant, cellmembran.",Välj blandade tokoferoler (ej bara alfa).,Medium. Blodförtunnande.,TRUE,1; 8
Vitamin K2,Vitamin K2,Grön,100 mcg,200 mcg,Artärstelhet.,Förhindrar kalcium i kärl.,Medium. Waran.,TRUE,1; 9
Vitamin K2 (MK-7),Vitamin K2 (MK-7),Grön,90 mcg,200 mcg,Viktig för att rikta kalcium till skelettet.,Fettlösligt. Lång halveringstid.,Medium. Interagerar med Waran.,TRUE,1; 8; 9
Vitlök,Garlic (Aged/Allicin),Grön,600 mg,1200 mg,"Immun, hjärta.",Allicin är aktivt.,Låg.,TRUE,1
Vitlök (Allicin),Garlic Extract (Allicin),Grön,300 mg,1000 mg,"Blodtryck, immunförsvar.",Standardiserad för Allicin-innehåll.,Låg. Blodförtunnande.,TRUE,1
Vitlök (Kyolic),Aged Garlic Extract,Grön,600 mg,1200 mg,"Blodtryck, plack.",AGE (Aged Garlic Extract).,Låg.,FALSE,1
Vitpilbark,White Willow Bark,Grön,240 mg,480 mg,Smärta (Salicin).,Naturlig aspirin.,Medium. Magsår? Salicylat.,FALSE,9
Växtsteroler,Plant Sterols,Grön,2 g,3 g,Kolesterol.,Blockerar upptag.,Låg.,FALSE,1
Wild Yam,Wild Yam,Blå,500 mg,1000 mg,Hormonbalans?,Diosgenin (kräver labbomvandling).,Låg. Placebo?,FALSE,1
Yerba Mate,Yerba Mate,Grön,1 g,3 g,"Energi, fokus, GLP-1?",Innehåller koffein/teobromin.,Låg.,FALSE,3; 6
Yohimbin,Yohimbine HCL,Grön,2.5 mg,15 mg,Fettförbränning (alfa-2 antagonist).,Kan ge ångest/hjärtklappning.,Hög. Dosera försiktigt!,FALSE,6; 3
Yohimbin,Yohimbine,Grön,5 mg,15 mg,"Erektion, fettförbränning.",Alfa-2 blockerare.,Hög. Ångest/Hjärta.,FALSE,2; 6
Zink,Zinc,Grön,15 mg,30 mg,"Hudläkning, akne, hormoner.",Pikolinat/Glycinat bäst.,Låg. Kopparbalans.,TRUE,1; 2
Zink,Zinc,Grön,15 mg,30 mg,"Immun, testosteron.",Kelaterad form.,Låg.,TRUE,1; 2
Zink,Zinc Lozenges,Grön,15 mg,30 mg,Halsont (lokal effekt).,Sugtabletter (Acetat/Glukonat).,Låg.,FALSE,1
Zink,Zinc,Grön,30 mg,50 mg,"Testosteron, prostata.",Viktig för mannens hälsa.,Medium. Kopparbrist.,TRUE,2; 1
Zink,Zinc,Grön,15 mg,30 mg,Depression.,Modulerar NMDA/BDNF.,Låg.,TRUE,5; 1
Zink,Zinc,Grön,15 mg,30 mg,Synaptisk plasticitet.,Neurotransmittor-modulering.,Låg.,TRUE,4; 1
Zink,Zinc,Grön,15 mg,30 mg,Insulinlagring.,Insulin-hexamerer.,Låg.,TRUE,6; 1
Zink L-Carnosine,Zinc L-Carnosine,Grön,75 mg,150 mg,Specifikt för maghälsa/slemhinnor.,Löses långsamt i magen för lokal effekt.,Låg.,FALSE,6; 1
Zinkpikolinat,Zinc Picolinate,Grön,15 mg,30 mg,Balansera med koppar vid långtidsbruk.,Pikolinat har utmärkt upptag.,Medium. Kan hämma kopparupptag.,TRUE,1; 2
ZMA,ZMA (Zinc/Mg/B6),Grön,1 dos,1 dos,"Sömn, återhämtning.",Populär stack.,Låg.,FALSE,7; 2
Åkerfräken,Horsetail Extract,Grön,300 mg,600 mg,Kiselkälla.,Ofta i hårkomplex.,Låg.,FALSE,1
Äggprotein,Egg White Protein,Grön,20 g,40 g,"Medelsnabbt, hög BV.",Laktosfritt alternativ.,Låg.,FALSE,2
Äppelcidervinäger,Apple Cider Vinegar (ACV),Grön,500 mg,1500 mg,"Blodsocker, matsmältning.",Kapslar skonar tandemaljen.,Låg.,FALSE,6; 1
Äppelcidervinäger,Apple Cider Vinegar,Grön,15 ml,30 ml,Insulinsvar mat.,Ättiksyra.,Låg.,FALSE,6
Ärtprotein,Pea Protein,Grön,20 g,40 g,"Veganskt, bra aminosyraprofil.",Högt i Arginin.,Låg.,FALSE,2